sku,product_name,barcode,revenue,quantity
BB-20,Vibemaster Blade Bait - Cracked,,264.0,33
DDFRC-701MH,Defender Casting Rod - Defender casting rod 7' MH,842424123725,263.97,3
ZM-BOX1,Z-Man Bait Bundle #1,,263.6,8
WPL75/14,Whopper Plopper - 75 / Bone,,262.81,19
ACDC-256-XL,MONSTER / BASS - XL,,260.0,13
HCR-268PK3,Z-Man Hella CrawZ - Cali Craw,,260.0,52
SLSDFR7R,Defender Soleus Casting Reel - Defender (right) 7.3:1,842424126900,259.98,2
VF-POP-SHAD,V-Pop 80 Popper - Sexy Shad,,259.72,29
MB-SHHEAD-CREAM,Hammerhead – Alex Rudd Edition - Creamsicle (Limited Edition),656750687840,258.81,30
VF-CRANK4-CRAW,MC65 Series 4 - Craw,,257.74,29
MB-TFW-12-2,Tungsten Flipping Weights - 1/2oz - 2 pack,656750686324,257.4,40
MB3PKNED,SuperK Ned Heads,,257.19,81
WPL75/12,Whopper Plopper - 75 / Loon,,253.82,18
BURNER-38-2,Blade Burner | Willow & Colorado Spinnerbait - 3/8 oz / Chartreuse/White,810103810389,253.0,30
MB-SHIRT-RR-BLKH-M,Epic Eric's River Rat Tee - M,,252.0,14
mb-gift-national-1,Gold Series: 1 month gift,,252.0,9
VF-JERK100-BLUHEAVEN,Herky Jerky - Blue Heaven,,250.73,28
BURNER-38-1,Blade Burner | Willow & Colorado Spinnerbait - 3/8 oz / Chad Spawn,810103810433,250.0,29
donation-250,"Join the $10,000 Challenge to Support Our Veterans - $250",,250.0,1
sku-49220927258921,Native American Tomahawk with Custom Handmade Forged Engraved 1095 Steel Blade and Ash Wood Handle – Spirit of the Plains,,250.0,1
axe10,"""Damascus Smoke Pipe Tomahawk/Axe | Rose Wood Handle | Leather Sheath | KBS Knives Store""",,250.0,1
HC4-561,Pro-Model Series 4 Crankbait - Powder Blue Back Chartreuse,,248.91,37
MB-TSD-58-2,Super Drop Shot Tungsten Weights - 5/8 oz - 2 Pack,,248.0,31
MB-MESSER,Messer Custom Painted Baits,,246.87,13
BURNER-12-6,Blade Burner | Willow & Colorado Spinnerbait - 1/2 oz / White/White,810103810457,246.0,30
EXT106-GRY-IL-L,Hooded Sunshirt (XL-2X) - L,,246.0,7
6373292_10788,MONSTER/BASS Hoodie - Carbon Grey / 2XL,,246.0,6
multi-0225-old,The Reaction Strike Box,,246.0,6
12819,True Center Stick - Bubble Scum,,245.0,49
112-BLK-TRAP,Trap Hat - Black,,242.0,11
6965525_8755,MONSTER/BASS Trucker Cap - Navy/ White,,242.0,11
MB-SHIRT-RR-BLKH-2X,River Rat Tee - 2X,,241.5,15
112-HGLG-SUN,Rise & Shine Hat - Grey/Light Grey,,240.0,11
12702,True Center Stick - Craw Laminate,,240.0,48
112-HGLG-LAND,Days At The Lake Hat - Grey/Light Grey,,240.0,12
SGTR-3,Sergeant Lipless Crankbait - 3 Pack,,240.0,12
2518546_15927,Lightweight Camo Zip Up Windbreaker - Black Camo / L,,240.0,4
silver-0824,Silver Monthly: August 2024,,240.0,12
CBSB12-06,Jack Hammer Stealth Blade - Black Blue / 1/2oz,,240.0,15
silver-0624,Silver Monthly: June 2024,,240.0,12
GOLD-0925-old,The Topwater & Finesse Assault Box,,240.0,8
LUNKERBAG-2,LUNKERBAG Tackle Storage System - Bag + 2 Monsterbox 3700 Deep,,239.85,3
sku-46372336861440,Frontier Western Cowboy Belt Knife – Damascus Steel & Pine Cone Handle,,238.0,2
MB-PATRIOT3-BONE,The Patriot - old packaging - Bone,656750687451,237.98,35
MB-SHIRT-CLASSIC-HGREY-L,Classic Logo Tee - L / Heather Grey,,237.82,20
MB-SS99-WAKA,Slick Stick 99 Floating Jerkbait - Wakasagi,656750687796,236.94,30
00126,"B-Vibe - 1.5"" / Bluegill Pro",,236.0,59
MB-SSJACKET-M,All-Season Soft Shell Jacket - M,,236.0,4
3001-30-CL-L,Logo Tee (L-3X) - L,,235.73,28
SSINK-343PK6,ZinkerZ - Drews Craw,,234.53,47
3939-12-IC-XL,Triblend Full Zip MB Hoodie - XL,,234.0,6
sku-46370546221312,Handmade Cowboy Belt Knife – Rasp Steel Blade & Pine Cone Handle,,234.0,2
TS115-30,Ark Topwater Slider - Bone,,233.96,26
XTRSBCB04,Tournament Series Squarebill Crankbait - Fire Tiger,,233.74,26
XTRSBCB02,Tournament Series Squarebill Crankbait - Chartreuse Perch,,233.74,26
BB-67,Vibemaster Blade Bait - Chrome,,232.0,29
112P-CAMOBLK-PUFFM,Orange Puff Logo Hat,,232.0,10
sku-46502434996480,Western Handcrafted Fixed Blade Knife – Damascus Steel Outdoor Companion with Leather Sheath,,232.0,2
3001-30-CL-XL,Logo Tee (L-3X) - XL,,231.76,26
DSKVD-274,KVD Dream Shot,,230.0,46
MB-SHIRT-DGH-GREY-L,Swimming with the Fishes - L,,230.0,17
sku-50071359226153,"Ranch Cowboy Knives and Sheaths – 8"" Full Tang Rasp Steel Blade with White Epoxy Pine-Cone Handle",,230.0,2
sku-31467665096790,Best Fillet Knife for Saltwater Fish – Custom Handmade Precision,,230.0,2
sku-50106679656745,"Ranch Knife with Sheath, Damascus & Rasp Steel 8"" - Damascus Steel Blade",,230.0,2
MLF-223,6th Sense Quake Thud 70 - Clayton's Shiner,,229.37,31
BURNER-12-1,Blade Burner | Willow & Colorado Spinnerbait - 1/2 oz / Chad Spawn,810103810495,229.0,27
RSS-BLK,Rod Sleeves (2 pack) - Spinning / Black,,227.81,30
BLKB2-1004-020,Marabou Road Runner - 1/4 oz / Red/Chartreuse,,227.5,65
RSC-RED,Rod Sleeves (2 pack) - Casting / Red,,225.85,29
MB-HWORM-BG,The Dirk Wiggler - Golden Child,,225.09,41
MB-TOKYO-4,Sabertooth Tokyo Rig - 4/0,656750687277,225.0,45
EH1272-SSHAD,Mugshot Lipless - Sexiest Shad,,223.84,16
8020-B,SENTINEL Cross-Body Concealed Carry Sling Pack,724679223651,223.84,4
VF-POP-BJ,V-Pop 80 Popper - Black Magic,,223.76,25
CBWV14-03PK2,Chatterbait Willow Vibe - 1/4oz / Shiner,,222.58,37
10-20-GGS-10005G,Googan Squad Clickbait - Fire Craw,,221.47,53
GOGKC3CAL,Googan Krackin' Craw - 3'' 10pk - California Craw,,220.0,44
sku-44973357302057,5 Pcs Custom Handmade Stainless Steel Kitchen Knives Set With Olive Wood Handles and Leather Roll - KBS Knives Store - With Leather Roll,,220.0,1
495239,Blaze 0 Regular,703438514339,219.98,2
TCVSJ58-900,Strike King Thunder Cricket - 5/8 oz / Fire Craw,,219.84,16
sku-49221000134953,Ultimate Throwing Tomahawk For Sale with Custom Handmade Forged 1095 Steel Blade and Rosewood-Epoxy Resin Handle – Iron Precision,,219.0,1
IMSBL02,Impact Shock 2F - Silver Side,,217.0,31
GUIDEPROTECTION-7,Guide Package Protection - $12.74,,216.58,17
4280144_10735,MB Bucket Hat - Black,,216.0,9
CT3-5-02,Squarebill Crankbait - 3-5' Diver / SunGill,,214.77,24
SOUR-12G,Sour Pickled Green Tomatoes - 1/2 GALLON,783970750785,214.41,9
BH-6159-12,HB-75 - Motherlode,656750686669,212.67,43
VF-BEAVER-08-06,Angry Beaver - Bama Bug,,210.55,43
CL-LHUV-BK-L,Classic Logo Sunshirt (Large only) - L,,210.0,7
sku-49405516316969,"Mastercraft Custom Bull Cutter Knife – 8.25"" Rasp Tool Steel Blade",,210.0,2
SKSC-721MH10R,Sick Stick Casting Combo - 7'2 Medium heavy Right hand Combo,842424102874,209.98,2
mb-subscription-silver-230110,Pond Hopper Kit #1123,,209.94,9
platinum-multi-paid-monthly,Platinum Monthly Pass - Bass & Panfish / 1 Month,,209.75,5
RSS-DB,Rod Sleeves (2 pack) - Spinning / Dark Blue,,208.0,26
BH-BLK-GOLD-L/XL,Golden Grenade Fitted Cap - M/L,,208.0,12
BURNER-38-4,Blade Burner | Willow & Colorado Spinnerbait - 3/8 oz / Oneida Perch,810103810419,208.0,24
silver-0225,Silver Mystery Bait Box,,208.0,10
sku-50254480113961,"Back Belt Knife 6.5"" with Mountain Sheep Horn Handle",,208.0,2
SBRC721M20R,"Shay Bird Casting Combo - 7'2"" Medium / Right",840321806222,207.98,2
270MSAS,Gunfish 115 Topwater Walker - MS American Shad,,207.87,13
IMPSL6S05,Impact Slash 6S Jerkbait - Golden,,207.16,30
EXT106-GRY-IL-XL,Hooded Sunshirt (XL-2X) - XL,,207.0,6
WPL90/25,Whopper Plopper - 90 / T1000,,206.85,15
VF-POP-BH,V-Pop 80 Popper - Blue Heaven,,206.77,23
MB-SHIRT-MONSTERS-BLK-XL,MONSTERS - XL,,206.0,11
810103812307,Tungsten Weedless Wacky Jig Head - Black,810103812314,205.65,35
WSK-AST,Whip'R Knocker Stopper,,205.0,41
S8-66,Seeker 8 - LIMITED EDITION: Snacks,,204.91,18
mlf-349,Member Exclusive: OG Ballin Out Jig,,204.53,37
CT5-7-18,Squarebill Crankbait - 5-7' Diver / Green Gill,,202.81,23
WACKYO-1,Wacky Rig Tool - Orange,,202.71,29
silver-1224-old,The Silver Mystery Box – Step Up. Fish Fearless.,,202.0,9
MB-TFW-516-3,Tungsten Flipping Weights - 5/16oz - 2 pack,656750686294,201.5,32
MB-TFW-58-2,Tungsten Flipping Weights - 5/8oz - 2 pack,656750686331,201.0,27
MB-SHIRT-MHEAD-BLK-XL,Snagglefish Tee - XL,,200.0,10
3091993_10782,Largie Smalls - Black / XL,,200.0,5
HBRH03,Reckless Roach - Waterbug,,200.0,20
6373292_10781,MONSTER/BASS Hoodie - Black / L,,200.0,5
3091993_10783,Largie Smalls - Black / 2XL,,200.0,5
4645155_12992,Fishing is Life Hoodie - Military Green / XL,,200.0,5
sku-46010908475648,Bull Cutter - Custom Handmade 8-Inch J2 Steel Knife,,200.0,2
sku-33208047403094,Bull Cutter Knife Sheath – Handmade Damascus Blade & Rosewood Handle | Custom Ranch EDC,,200.0,2
sku-26902626697280,"""Full Tang Damascus Steel Handmade Custom Viking EDC Tomahawk Axe with Rosewood, Bone and Brass Bolsters Handle - By KBS Knives Store""",,200.0,1
R1175-GSPP,Hardcore Noi-Z Jr - Ghost Pearl  Pink Back,,199.99,22
CL-BONE-M,UV Moisture Wicking Sunshirt - M,,198.0,6
sku-50522101481769,"Ranch Cowboy Knives and Sheaths Set - 3.75"" Rasp Steel Bull Cutter & Cowboy Knife with Epoxy Olivewood Handles - Bull Cutter knife ( Bottom )",,198.0,2
VF-JERK100-FROSTY,Herky Jerky - Frosty,,197.86,23
VF-CRANK4-GTHREAD,MC65 Series 4 - Ghost Threadfin,,196.79,22
LC-6161-4p,Captain Slayhab - 4 Pack,,196.0,7
JSG33,Jack Slap - Gold,,196.0,28
DOB-DBBS38-136,Dobyn's D Blade Spinnerbait - Chartreuse Shad Colorado Willow,,195.27,23
3939-12-IC-L,Triblend Full Zip MB Hoodie - L,,195.0,5
MB-HOODIE-FLAG-BLKCAMO-L,"MONSTERBASS Nation Hoodie (L, 2X) - Large / Black Camo",,195.0,6
SKSC-701MH,Sick Stick Casting Rod - 7' - Medium Heavy - Fast,842424109231,194.98,2
WPL75/21,Whopper Plopper - 75 / Powder,,193.86,14
CT3-5-01,Squarebill Crankbait - 3-5' Diver / Gold/Black Back,,193.82,22
B8-ROCCIT-ECRAW,B8LAB Roccit Shad - Evil Craw,,192.85,22
WE38BB01,War Eagle Buzzbait,,192.5,35
SKS-711MH,"Sick Stick Spinning Rod - 7'1"" - Medium Heavy - Moderate Fast",842424102294,191.98,2
RHS16-019-5,Round Head Spinners - Chartreuse,,191.95,55
CBB12-03,Big Blade Chatterbait - Green Pumpkin,,191.84,16
MJHB1-CN,Ike's Head Banger Jig - Candy Grass,,190.18,32
sku-50132129906985,Handmade Western Belt Knife – D2 Steel Blade with Bone Handle & Leather Sheath,,190.0,2
sku-49377104691497,Rancher’s Belt Knife – Damascus EDC with Pine Cone Handle,,190.0,2
H15SDR904,Hunter 1.5 Squarebill - Bluegill Rage,,189.81,19
GUIDEPROTECTION-4,Guide Package Protection - $3.92,,188.16,48
EXT106-GRY-IL-2X,Hooded Sunshirt (XL-2X) - 2X,,186.0,5
silver-0725-old,Loaded Shad Box,,186.0,9
VF-CRANK3-CRAW,SC-70 Crankbait - Vicious Craw,085787400012,185.82,21
MB-NEDEWG-BLKBL-18,Sabertooth EWG Ned Heads - 1/8oz / Black & Blue,656750687291,184.24,56
GOGBWCPG,Googan Blazin Worm - Chartreuse Pepper Green Flec,,182.0,26
1250-814,"NEW: Kickback Shad 3.75"" - Sexy Shad",1250-814,181.74,26
MB-HWORM-MG,The Dirk Wiggler - California 420,,181.17,33
BURNER-12-4,Blade Burner | Willow & Colorado Spinnerbait - 1/2 oz / Oneida Perch,810103810471,180.2,22
JJM375-04,Big Bite Baits Jointed Jerk Minnow - Watermelon Pearl,,180.0,45
MB-SHIRT-MHEAD-BLK-L,Snagglefish Tee - L,,180.0,9
MB-HOODIE-RETRO-GREY-L,Retro Logo Hoodie (Large) - Large,,180.0,6
1546710_8926,MONSTER/BASS Tee - Black Heather / XL,,180.0,9
MLF-354,Hardcore Shad - Ghost Pearl Shad,,180.0,18
TCVSJ12-288,Strike King Thunder Cricket - 1/2 oz / Mouse,,179.86,114
WPL90/21,Whopper Plopper - 90 / Powder,,178.87,13
LC-6161-7,Captain Slayhab - Sunrise,,178.81,20
BMFW7-GP,Flow Worm | BASSMOOCH - Green Pumpkin,,178.71,30
TCVSJ34-288,Strike King Thunder Cricket - 3/4 oz / Mouse,,177.84,16
TEAM-06-L,Team MONSTERBASS - L,,177.0,17
6965525_8748,MONSTER/BASS Trucker Cap - Black/ White,,176.0,8
CBCFL12-06,Chatterbait Freedom - 1/2oz / Money Maker,,176.0,22
RSC-BLK,Rod Sleeves (2 pack) - Casting / Black,,175.98,22
VC-18MHS-3,VEXAN® Crappie Rods & Panfish Rods - Spinning 18' Medium Heavy,812302015367,175.98,2
722ZMSGM,Gunfish 115 Topwater Walker - Zebra MS Ghost Minnow,,175.89,11
PK3LWTKS1,Walleye Talker 3 Pack,,175.0,35
DS-ESS-GYF,Grey Frost - Sunset Lens Polarized,,175.0,5
RSS-GREY,Rod Sleeves (2 pack) - Spinning / Grey,,173.89,23
sticker-bfc,Bigfoot's Trippin Out,,173.4,87
SRW01F65-3,Bucket Get'R Frog - Chubbs,,172.8,20
MB-SHIRT-DRC-GREY-XL,Epic Eric's Dr. Crankenstein - XL,,172.0,9
4645155_12995,Fishing is Life Hoodie - Military Green / 4XL,,172.0,4
SRW01F65-5,Bucket Get'R Frog - Fatboy Slim,,171.84,20
PDG165-04,PropDuster Glide Bait - Bone,,171.0,8
MB-MCRANK-46-SCRAW,Seeker 6 - Spring Craw,656750686911,170.81,19
MB-SHHEAD-15-JCRAW,Hammerhead – Alex Rudd Edition - Juice Craw,656750686881,170.49,19
BEL-BOJBOG38,OG Ballinout Jig - 3/8oz,,170.23,29
GPF-S10-06,GP Finesse Hook,,170.0,34
BURNER-12-2,Blade Burner | Willow & Colorado Spinnerbait - 1/2 oz / Chartreuse/White,810103810440,170.0,21
donation-10,Donation to Support Veteran Families - $10,,170.0,17
sku-26902562635840,Best Fillet Knife for Salmon – Handmade D2 Steel Precision,,170.0,2
VKA-21R-SUSBS01-BK,Summit Seat - Base Only,840022712020,169.99,1
BBLN-731ML,Balance spinning rod - Balance Spinning Rod 7'3 ML,842424123602,169.98,2
BA-840-CBRN-X-9.5,"FRONTIER CLASSIC 8"" MOC TOE - 9.5",666186200940,169.9,1
XLFS6-22XL,Berkley Trilene XL - 6 lb.,,169.64,36
4280144_10734,MB Bucket Hat - White,,168.0,7
6373292_13416,MONSTER/BASS Hoodie - Black / 3XL,,168.0,4
4645155_12994,Fishing is Life Hoodie - Military Green / 3XL,,168.0,4
WBRC-741MH,"White Bird Casting Rod - 7'4"" -  Medium Heavy - Fast",842424102270,167.97,3
CL-TEE-SS-HG-XL,Classic Logo Tee - XL / Heather Grey/Grey,,167.84,16
BMFW7-BB,Flow Worm | BASSMOOCH - Black & Blue,,166.73,28
TCVSJ34-453,Strike King Thunder Cricket - 3/4 oz / Olive Shad,,165.86,14
10066/20,Googan Braided Line - 20 lb,,165.65,10
9' 2pc XH SG,"Tackle Industries 2-Piece 9' Big Game Rod - Mag Heavy XH Power / 18"" Split Grip",,164.99,1
SSTT-MM,Slab Slayer Twin Tail - Monkey Milk,,164.0,41
6373292_11490,MONSTER/BASS Hoodie - Maroon / 2XL,,164.0,4
6373292_13897,MONSTER/BASS Hoodie - Military Green / 2XL,,164.0,4
TCVSJ58-45,Strike King Thunder Cricket - 5/8 oz / Blue Glimmer,,163.88,12
3001-30-CL-3X,Logo Tee (L-3X) - 3X,,163.85,17
TP70-20,Ark Topwater Popper - Blue GIll,,161.82,18
LC-SB12CHSWC,Spinmaster Spinnerbait,,161.68,37
10066/30,Googan Braided Line - 30 lb,,161.4,10
112-HGW-LAND,Days At The Lake Hat - Heather Grey/White,,160.0,8
ACDC-256-L,MONSTER / BASS - L,,160.0,8
3001-06-CL-L,Iconic Logo Tee - L,,160.0,8
MB-HOODIE-MHEAD-BLK-XL,Snagglefish Hoodie - XL,,160.0,4
3001-256-M-L,Orange M Logo Tee (L-5X) - L,,160.0,8
7251646_10785,"Red, White & MONSTERBASS - Carbon Grey / M",,160.0,4
3091993_10781,Largie Smalls - Black / L,,160.0,4
7251646_11493,"Red, White & MONSTERBASS - Navy Blazer / L",,160.0,4
6373292_13896,MONSTER/BASS Hoodie - Military Green / XL,,160.0,4
4645155_12990,Fishing is Life Hoodie - Military Green / M,,160.0,4
MISC-3DBP,3DB Series Pencil 100 - Misc Colors,,160.0,20
4645155_5532,Fishing is Life Hoodie - Black / L,,160.0,4
BSXC-731EXH,"Big Sexy Casting Rod - 7'3"" - Extra Heavy - Fast",842424102089,159.99,1
S-370F,LUNKERSTICK Pro Series - Spinning: 7' Medium Light - Fast,810103811034,159.95,1
S-574F,"LUNKERSTICK Pro Series - Spinning: 7'4"" Medium Heavy - Fast",810103812918,159.95,1
CBJH12-18,Z-Man ChatterBait JackHammer - 1/2oz / Bama Bug,,159.9,10
101BOTSD,Gunfish 115 Topwater Walker - Blood Orange Tennessee Shad,,159.9,10
silver-0424,Silver Monthly: April 2024,,159.0,8
PS-GP,Prop Spy - Ghost Pearl,656750686683,157.14,16
TP70-30,Ark Topwater Popper - Bone,,156.83,19
lp-10,10 lb. Club License Plate Frame,,156.83,17
MB-LL68-GGILL,Incision 69 Lipless Crankbait v1.0 - Green Gill,656750687109,154.62,18
MB-MCRANK-12-BONE,Seeker 12 - Bone,656750687062,154.58,20
6410173_8752,MONSTER/BASS Hat - Khaki,,154.0,7
1546710_8928,MONSTER/BASS Tee - Black Heather / 3XL,,154.0,7
WPL75/18,Whopper Plopper - 75 / I know it,,152.89,11
R1352 GZSH,3DB Series Squarebill Crankbait 1.5 - Gizzard Shad,,152.83,17
DOB-DBBS38-138,Dobyn's D Blade Spinnerbait - White Colorado Willow,,152.82,18
MJHB1-PBJ,Ike's Head Banger Jig - PB&J,,152.74,26
810103812314,Tungsten Weedless Wacky Jig Head - Green Pumpkin,810103812307,152.74,26
XTRPP02,Pencil Popper - Frog,,152.0,19
45SSMASH-01,Smallie Smasher - Green Pumpkin Purple Flake,,152.0,38
SRW01F65-7,Bucket Get'R Frog - Smash,,151.87,18
USJ786-38-AS-1,Mustad 3/8 oz Underspin Shad - Albino  Shad,,150.78,42
82306BN-3/0,3/0 EWG 2 pack,,150.0,50
HCR-298PK3,Z-Man Hella CrawZ - Sprayed Grass,,150.0,30
MB-GCARD-75,Gift Cards - $75 Gift Card,,150.0,2
classicseax,Seax Blade with Engraved High-Carbon Steel & Rosewood Guard,,150.0,1
sku-26902736207936,"Handmade Kukri from Nepal - Damascus Blade 15""",,150.0,1
Gold-C,November's Gold Box + FREE Hat - Camo Hat + October Box,,149.97,3
VF-FROG-BROWN,The Pad Runner - Brown,,149.85,17
MJHB1-GP,Ike's Head Banger Jig - Green Pumpkin,,149.74,26
MBBD365-BUJE,LIMITED EDITION Baby D Bomb - Rudd is Boujee,,149.18,25
TCVSJ58-453,Strike King Thunder Cricket - 5/8 oz / Olive Shad,,147.89,11
3001-256-M-XL,Orange M Logo Tee (L-5X) - XL,,147.0,7
BGIBSH181-20,Itty Bit Slab Hunt R' Soft,,147.0,42
MB-LL68-GSHAD,Incision 69 Lipless Crankbait v1.0 - Ghost Shad,656750687147,146.03,17
sku-26902567780416,"Oregon Bowie Knife - Custom Handcrafted 1095 High Carbon Steel Blade, Rosewood Handle with Brass Guard and Antler Crown, 14"" Overall Length | Leather Sheath | KBS Knives",,145.0,1
GRNT38-GPR,Thunderhawk Grunt Jig - Green Pumpkin Red,,144.71,29
MB-TSD-34-2,Super Drop Shot Tungsten Weights - 3/4 oz - 2 Pack,,144.0,18
4280144_10736,MB Bucket Hat - Navy,,144.0,6
SLSW7XL,Soleus XCS Casting Reel - White/Gold / 7.3:1 / Left,842424117373,143.99,1
SLSM6XR,Soleus XCS Casting Reel - Gun Metal / 6.6:1 / Right,842424117427,143.99,1
SLSM8XR,Soleus XCS Casting Reel - Gun Metal / 8.1:1 / Right,842424117465,143.99,1
CBB12-09,Big Blade Chatterbait - White,,143.88,12
CBB12-02,Big Blade Chatterbait - Black/Blue,,143.88,12
MISC-ZGOAT,Goat - Misc Colors,,143.0,26
VF-SPIN-WHITE,Spin Doctor Double Willow Spinnerbait - White,,142.85,16
R1423 GT,Rattl'n Vibe One Knock - Green Silver,,142.5,15
sticker-bigfoot2,Bigfoot #2,,142.0,71
RETRO-344-2X,Retro Logo Tee - 2X,,140.0,7
MB-SHIRT-DGH-GREY-S,Swimming with the Fishes - S,,140.0,12
1546710_8925,MONSTER/BASS Tee - Black Heather / L,,140.0,7
1546710_8463,MONSTER/BASS Tee - Dark Grey Heather / XL,,140.0,7
MLF-357,Hardcore Shad - Metallic Ghost Ayu,,140.0,14
VW7S-MH-F,Vexan Walleye Rods - Spinning 7' Medium Heavy - Fast,,139.99,1
sku-28405382250592,"Bull Shad Slow Sink - 8"" / Gizzard",,139.98,2
EH1272-ZCRAW,Mugshot Lipless - Zudweg Craw,,139.9,10
12-590,Red Eye Shad - Sexy Shad,,139.8,20
1677-244,Rattlesnake - Blue Flake,'876716000166,139.8,20
sku-44274050334976,Custom Forged 1095 High Carbon Steel Hunting Knife – 12” Antler Horn Handle with Leather Sheath,,139.0,1
TCVSJ34-45,Strike King Thunder Cricket - 3/4 oz / Blue Glimmer,,138.88,12
1546710_8929,MONSTER/BASS Tee - Black Heather / 4XL,,138.0,6
10066/50,Googan Braided Line - 50 lb,,135.92,8
MTRD-370PK8,Micro TRD - Fire Craw,,135.0,27
sku-50106744439081,"Damascus Cleaver Knife - 7"" Raindrop Blade & Olive Wood",,135.0,1
sku-28802987720768,Custom Handmade Hand Forged 1095 Steel Viking Seax Knife with Rosewood Handle and Brass Guards by KBS Knives Store,,135.0,1
sku-28802992341056,Custom Handmade Hand Forged 1095 Steel Viking Seax Knife with Rosewood Handle and Brass Guards - 12 inches by KBS Knives Store,,135.0,1
R1352 MSH,3DB Series Squarebill Crankbait 1.5 - Green Shad,,134.85,15
CSP45-370PK5,Chatterspike - 4.5 / Firecraw,,134.73,27
MB-SHIRT-RR-BLKH-S,River Rat Tee - S,,134.0,8
MONSTERS-344-2X,MONSTERS Tee - 2X,,134.0,10
S8-43,Seeker 8 - LIMITED EDITION: Orange Julius,,133.9,11
9005355_5535,Retro Logo Hoodie - Black / 3XL,,133.49,3
1250-100,"NEW: Kickback Shad 3.75"" - Sunfish Magic",1250-100,132.81,19
3001-69-M-2X,Orange Crush Logo Tee (L-2X) - 2X,,132.0,6
00122,"B-Vibe - 1.5"" / Gold",,132.0,33
6965525_8747,MONSTER/BASS Trucker Cap - Black,,132.0,6
TG76-RB-4-3U,Triple Grip Treble Hooks - Red,,132.0,44
MB-TSD-1-1,Super Drop Shot Tungsten Weights - 1 oz - 1 Pack,,132.0,22
MB-UNKNOWN-JIG,Member Exclusive: Missile Jig,,131.93,34
DGC-T200,Team200 Deer Call,,131.9,2
WPL90/27,Whopper Plopper - 90 / Abalone Shad,,131.9,10
CT3-5-08,Squarebill Crankbait - 3-5' Diver / Sexy Perch,,131.88,15
lp-8,8 lb. Club License Plate Frame,,131.86,14
lp-7,7 lb. Club License Plate Frame,,131.86,14
donation-2,Donation to Support Veteran Families - $2,,130.0,65
sku-49943591715113,"Ranch Cowboy Knives and Sheaths – 8"" Black Powder Coated Rasp Steel Blade with Antler Horn Handle",,130.0,1
B8-PC-GBONE-CH,Limited Edition Papa Chomp - Glow Bone w/ Chartreuse Head & Silver Flake,,129.9,10
9005355_5536,Retro Logo Hoodie - Black / 4XL,,129.0,3
sku-46372321460480,Western Cowboy Belt Knife – Damascus Steel Pine Handle,,129.0,1
MB-MSTOP-10,Rubber Weight Stops,656750686287,128.58,54
DDFRC731EXH10R,"Defender Casting Combo - 7'3"" Extra Heavy (Right hand retrieve)",840321811837,127.99,1
V711XXH-C,"Vexan Bass Casting Rods - Casting 7'11"" Xtra Xtra Heavy",812302014575,127.99,1
WBR-721MH,"White Bird Spinning Rod - 7'2"" - Medium Heavy - Moderate",842424102256,127.98,2
BW10-85,"KVD Bull Worm 10"" - Red Bug",,127.38,22
mb-misc-regional,Unknown Products - UNKNOWN BOX 01102,,127.0,5
RHS16-017-5,Round Head Spinners - Pink,,125.64,36
donation-25,Donation to Support Veteran Families - $25,,125.0,5
sku-33196753616982,"Professional Fillet Knife – 13"" with Red Epoxy Resin Handle",,125.0,1
lp-6,6 lb. Club License Plate Frame,,124.85,15
CWD-JB,Craw D'oeuvre,,124.85,25
CFB-3-1/4-GLD/CHT,Castaic Feather Burst Spin,,124.0,31
SS4500-BN-M-L,Iconic Logo Hoodie - L,,124.0,3
MB-HOODIE-FLAG-BLKCAMO-2XL,"MONSTERBASS Nation Hoodie (L, 2X) - 2X / Black Camo",,123.95,4
6373292_11495,MONSTER/BASS Hoodie - Navy Blazer / 2XL,,123.0,3
7251646_10788,"Red, White & MONSTERBASS - Carbon Grey / 2XL",,123.0,3
HCKVD1.5F-468,KVD Flatside - Phantom Watermelon Red Craw,,122.95,17
TCVSJ58-288,Strike King Thunder Cricket - 5/8 oz / Mouse,,122.91,9
810103812352,Tungsten Flipping Weights - Black / 1 oz - 2pk,'810103812352,120.89,11
XTRPP04,Pencil Popper - Perch,,120.0,15
FD-TEE-SS-BL-XL,Bass Dad Tee (M) - XL,,120.0,6
MB-SHIRT-RAG-HCEM-M,Epic Eric's Rise n' Glide - M,,120.0,6
3001-06-DEW-XL,Vintage MB Tee - XL,,120.0,6
CATPOP-TS,Mach Popper - Tennessee Shad,,120.0,12
PPS38-TS,Pacemaker Swim Jig - 3/8oz / Threadfin Shad,,120.0,20
HBRH04,Reckless Roach - Ash,,120.0,12
6373292_13895,MONSTER/BASS Hoodie - Military Green / L,,120.0,3
7251646_10787,"Red, White & MONSTERBASS - Carbon Grey / XL",,120.0,3
2518546_15947,Lightweight Camo Zip Up Windbreaker - Forest Camo / M,,120.0,2
2518546_15948,Lightweight Camo Zip Up Windbreaker - Forest Camo / L,,120.0,2
2518546_15928,Lightweight Camo Zip Up Windbreaker - Black Camo / XL,,120.0,2
3091993_11484,Largie Smalls - Charcoal Heather / XL,,120.0,3
2518546_15930,Lightweight Camo Zip Up Windbreaker - Black Camo / 3XL,,120.0,2
6064336_8925,Fishing is Life - Black Heather / L,,120.0,6
3091993_10788,Largie Smalls - Carbon Grey / 2XL,,120.0,3
6064336_8926,Fishing is Life - Black Heather / XL,,120.0,6
3091993_13416,Largie Smalls - Black / 3XL,,120.0,3
6373292_10780,MONSTER/BASS Hoodie - Black / M,,120.0,3
