Rank,SKU,Product_Name,Product_Type,Vendor,Revenue,Quantity,Avg_Price,Order_Count,Current_Price,Current_Inventory,Status
269,MB-MCRANK-46-BBC,Seeker 6 - Blue Chartreuse,Crankbaits,,1456.38,162,8.99,12,,,
270,MB-SEEKER12-BUNDLE,March's Mystery 6 Pack of Baits,Unclassified,,1449.7,48,30.2,48,,,
271,MB-TFJ-38-6,Tungsten Football Jig - 6 Pack,Tackle Bundle,MONSTERBASS,1446.99,46,31.46,45,30.00,-2,ARCHIVED
272,platinum-1124-old,The Platinum Fall Fishing Kit,Tackle Bundle,MONSTERBASS,1441.0,37,38.95,35,39.00,179,ACTIVE
273,SB-8,SquareBanger - Blue Craw,Squarebill,MONSTERBASS,1440.35,172,8.37,139,8.00,0,ACTIVE
274,CMBR1,Custom Speed Stick 7' Casting - Magnum Bass Rod,Fishing Rod,Lew's,1439.91,9,159.99,5,159.99,0,ARCHIVED
275,PATRIOT-38,The Patriot v3.0 - LIMITED EDITION: Gold Dust,Walking Baits,MONSTERBASS,1438.53,114,12.62,96,12.00,18,ACTIVE
276,MB-SEEKER8-BUNDLE,April's Mystery 6 Pack of Baits,Unclassified,MONSTERBASS,1435.5,50,28.71,50,36.00,277,ARCHIVED
277,HF-VDF,Hendrix Fishing Voodoo Frog - Limited Edition Colors,,,1434.45,131,10.95,123,,,
278,SB05-RCW,Sunny B Crankbait - Red Crawdad,Crankbaits,Bagley,1422.85,143,9.95,4,9.95,0,DRAFT
279,P413731RR,P4-13 Baitcast Reel - 7.3:1 / RH,Fishing Reel,ProFISHiency,1422.0,18,79.0,14,79.00,0,DRAFT
280,P413731LR,P4-13 Baitcast Reel - 7.3:1 / LH,Fishing Reel,ProFISHiency,1422.0,18,79.0,17,79.00,0,DRAFT
281,CBCE38-03,CrossEyeZ Chatterbait - 3/8 oz / Green  Pumpkin,Bladed Jigs,Z-Man Fishing Products,1410.49,141,10.0,12,10.49,0,ARCHIVED
282,CBSB38-07,Jack Hammer Stealth Blade - Green Pumpkin / 3/8oz,Bladed Jigs,Z-Man Fishing Products,1407.29,88,15.99,74,15.99,106,ACTIVE
283,kit-frog,The Ultimate Frog & Toad Box – Handpicked by Shaye Baker! 🐸,Technique Specific Kit,MONSTERBASS,1400.0,28,50.0,28,50.00,30,ACTIVE
284,SF-DW-GG-LE,Double WIllow Snek Frog - Orange Glow,Topwater,American Snakehead Customs,1384.74,126,10.99,12,10.99,0,ARCHIVED
285,MB-misc-soft-4277,March's Mystery Bait,Unclassified,MONSTERBASS,1351.98,522,2.59,496,5.00,0,DRAFT
286,MHS720TT,"David Dudley Signature Series Rods - Spinning: 7'2"" Medium Heavy Fast",Fishing Rod,13 Fishing,1350.0,15,90.0,12,90.00,-13,ACTIVE
287,Rapt95PropCyaGrStd,9.5ft Raptor Modular Propeller Drive Pedal Fishing Kayak | 380lbs Capacity | 2 Piece - Cyan Gray / in 1 -2 weeks,Kayaks,ReelYaks,1349.0,1,1349.0,1,1349.00,40,ARCHIVED
288,BB-DEF-BCC,Defender Squarebill - Black Chrome Shiner,Squarebill,Bruiser Baits,1347.51,150,8.98,31,8.99,0,ARCHIVED
289,KIT-DROPSHOT,56 Piece Drop Shot Kit,Tackle Bundle,MONSTERBASS,1334.0,29,46.0,29,46.00,0,ARCHIVED
290,FJS-CM,Flak Jacket Rod Covers: Spinning & Casting - Spinning / Camo,Fishing Rod Accessories,MONSTERBASS,1332.21,135,9.87,54,9.95,0,ARCHIVED
291,ZM-BOX2,Z-Man Bait Bundle #2,Tackle Bundle,Z-Man Fishing Products,1311.9,42,31.24,40,31.95,0,ARCHIVED
292,SB-44,SquareBanger - LIMITED EDITION: Magic Shad,Squarebill,MONSTERBASS,1310.43,114,11.5,100,10.00,1274,ACTIVE
293,BUNDLE-CO-POPPER-6,July's Mystery 6 Bait Bundle,Unclassified,Custom Lures Unlimited,1301.63,41,31.75,40,48.00,123,ARCHIVED
294,mb-subscription-northeast-alt,Platinum: Northeast: Every Other Month,Subscription Box,MONSTERBASS,1292.0,34,38.0,34,35.00,0,ARCHIVED
295,TCVSJ38-45,Strike King Thunder Cricket - 3/8 oz / Blue Glimmer,Bladed Jigs,Strike King,1290.0,100,12.9,75,13.99,0,ACTIVE
296,HR5-10,"Hellraizer - 5"" / Purple Death",Walking Baits,Z-Man Fishing Products,1289.14,86,14.99,47,14.99,222,ACTIVE
297,LB-FT,DEBO's Little Banger - Fire Tiger,Squarebill,MONSTERBASS,1279.02,128,9.99,102,9.00,0,ACTIVE
298,FJS-LG,Flak Jacket Rod Covers: Spinning & Casting - Spinning / Grey,Fishing Rod Accessories,MONSTERBASS,1276.65,129,9.9,51,9.95,0,ARCHIVED
299,FD65-6-2,Flat Daddy Flat Side Crank,Squarebill,13 Fishing,1274.84,145,8.79,125,8.99,316,ACTIVE
300,B8-JB-PERCH,Holo ShineR - Limited Edition: Green Perch,Jerkbaits,B8 Lab,1270.9,142,8.95,97,8.95,466,ACTIVE
301,FJC-RD,Flak Jacket Rod Covers: Spinning & Casting - Casting / Red,Fishing Rod Accessories,MONSTERBASS,1268.08,128,9.91,38,9.95,0,ARCHIVED
302,FJC-LG,Flak Jacket Rod Covers: Spinning & Casting - Casting / Grey,Fishing Rod Accessories,MONSTERBASS,1268.08,128,9.91,38,9.95,0,ARCHIVED
303,HYDPS5WGTS,Hyperlastics Dartprop Topwater Prop Bait - White Ghost-Silver,Topwater,A Band of Anglers,1262.42,158,7.99,10,7.99,0,ARCHIVED
304,JLD3-T005,JLD Series 3 Jerkbait - Black Scale,Jerkbaits,Baker Lures,1260.0,126,10.0,117,10.00,978,ACTIVE
305,BURNERC-38-5,Blade Burner | Colorado Spinnerbait - Sexy Cracks,Spinnerbaits,MONSTERBASS,1257.59,151,8.33,106,8.00,147,ACTIVE
306,PPS12-GS,Pacemaker Swim Jig - 1/2oz / Glimmer Shad,Swim Jigs,V&M Baits,1248.0,208,6.0,6,6.00,0,ACTIVE
307,FJC-CM,Flak Jacket Rod Covers: Spinning & Casting - Casting / Camo,Fishing Rod Accessories,MONSTERBASS,1244.96,126,9.88,52,9.95,0,ARCHIVED
308,HR5-01,"Hellraizer - 5"" / Snow",Walking Baits,Z-Man Fishing Products,1244.17,83,14.99,45,14.99,246,ACTIVE
309,TCVSJ12-832,Strike King Thunder Cricket - 1/2 oz / Black Widow,Bladed Jigs,Strike King,1238.9,110,11.26,99,13.99,39,ACTIVE
310,BURNERC-38-4,Blade Burner | Colorado Spinnerbait - Oneida Perch,Spinnerbaits,MONSTERBASS,1231.56,146,8.44,110,8.00,155,ACTIVE
311,STICKER-MERICA,"Red, White & MONSTERBASS Sticker",Stickers,MONSTERBASS,1226.0,613,2.0,68,2.00,540,ACTIVE
312,FJS-BK,Flak Jacket Rod Covers: Spinning & Casting - Spinning / Black,Fishing Rod Accessories,MONSTERBASS,1223.68,124,9.87,40,9.95,0,ARCHIVED
313,MB-INCISION-BUNDLE,Incision 69 - 6 Pack,Tackle Bundle,MONSTERBASS,1217.1,41,29.69,41,33.00,0,ARCHIVED
314,I62-23,Incision 62 Lipless Crankbait - Crawlicious,Lipless Crankbait,MONSTERBASS,1216.0,152,8.0,112,8.00,68,ACTIVE
315,CAS-3/8-CHT/WHT/GLD,Castaic Atlas Spinnerbait 3/8oz - Chartreuse White Gold Blade,Spinnerbaits,Castaic,1205.58,142,8.49,3,8.49,0,ARCHIVED
316,kids-1225,Create A Bait - Kid's Fishing Kit: December 2025,Subscription Box,MONSTERBASS,1202.95,59,20.39,52,20.00,-56,DRAFT
317,FJS-RD,Flak Jacket Rod Covers: Spinning & Casting - Spinning / Red,Fishing Rod Accessories,MONSTERBASS,1199.35,121,9.91,42,9.95,0,ARCHIVED
318,MB-RAGNAR-SS,The OG Ragnar – Limited Warehouse Find - Silver Shiner,Walking Baits,MONSTERBASS,1193.0,125,9.54,118,10.00,0,ARCHIVED
319,MM-54,Mad Max v3.0 - Sexy Cracks,Topwater,MONSTERBASS,1191.75,134,8.89,114,8.00,0,ARCHIVED
320,MB-ROLLO6-BULLG,September's Mystery Hard Bait,Unclassified,MONSTERBASS,1186.97,223,5.32,191,8.00,0,ACTIVE
321,MB-ROLLO6-BCRAW,Rollo 6 - Blue Craw,Crankbaits,MONSTERBASS,1181.36,151,7.82,100,8.00,32,ACTIVE
322,multispecies-quarterly,Multi-Species: Quarterly,Subscription Box,MONSTERBASS,1178.0,31,38.0,31,38.00,940,DRAFT
323,MIFJ-misc,Ike's Flip Out Jig - 3/4 oz. - Misc,Jig Heads,Missile Baits,1175.32,164,7.17,158,5.99,84,ACTIVE
324,HR5-08,"Hellraizer - 5"" / Ghost Shad",Walking Baits,Z-Man Fishing Products,1169.22,78,14.99,41,14.99,250,ACTIVE
325,GB-10,GRASSBURNER - Bluegill,Buzzbaits,MONSTERBASS,1152.0,64,18.0,49,18.00,37,ACTIVE
326,mb-kids-6,The Perfect Starter Fishing Kit for Kids! 🎁,Technique Specific Kit,MONSTERBASS,1151.09,55,20.93,50,24.99,36,ACTIVE
327,gold-paid-monthly-6,Gold Monthly Pass - 6 Months,Subscription Box,MONSTERBASS,1136.2,38,29.9,38,29.95,-76,ACTIVE
328,4BBLT592,Boom Boom Line Thru Swimbait - Sexy Minnow,Soft Swimbaits,Optimum Baits,1131.0,128,8.84,110,9.00,273,ACTIVE
329,gold-0524,Pond Hopper Box #245,Subscription Box,MONSTERBASS,1131.0,39,29.0,34,29.00,0,ACTIVE
330,KIT-AM-JIG,Jiggin'-N-America - 18 Piece Kit,Jigs,Luck-E-Strike,1129.87,113,10.0,102,16.99,0,ARCHIVED
331,112-WN-FLAG,Stars & Stripes Trucker Hat,Hats,MONSTERBASS,1128.0,46,24.52,43,25.00,0,ARCHIVED
332,LSBDW-LC-7-1,Mustad Arm Lock Double Willow Spinnerbait - Green & Chartreuse,Spinnerbaits,MONSTERBASS,1118.86,149,7.51,105,5.59,71,ACTIVE
333,BURNERC-38-3,Blade Burner | Colorado Spinnerbait - Morning Dawn,Spinnerbaits,MONSTERBASS,1117.68,135,8.28,94,8.00,161,ACTIVE
334,gold-paid-monthly-3,Gold Monthly Pass - 3 Months,Subscription Box,MONSTERBASS,1113.25,36,30.92,36,30.95,-84,ACTIVE
335,CL-BONE-XL,UV Moisture Wicking Sunshirt - XL,UV Protection,MONSTERBASS,1103.0,42,26.26,41,25.00,0,ARCHIVED
336,Gold-0724-NEW,Gold Series: monthly,Subscription Box,,1102.0,38,29.0,38,,,
337,FJC-BK,Flak Jacket Rod Covers: Spinning & Casting - Casting / Black,Fishing Rod Accessories,MONSTERBASS,1100.77,111,9.92,35,9.95,0,ARCHIVED
338,TCVSJ38-900,Strike King Thunder Cricket - 3/8 oz / Fire Craw,Bladed Jigs,Strike King,1100.18,83,13.26,71,13.99,79,ACTIVE
339,MB-GCARD-100,Gift Cards - $100 Gift Card,Gift Card,MONSTERBASS,1100.0,11,100.0,11,100.00,99965,ACTIVE
340,MB-ROLLO6-CBACK,Rollo 6 - Copper Black,Crankbaits,MONSTERBASS,1099.26,129,8.52,76,8.00,53,ACTIVE
341,MLF-GF-C,Greenfish Tackle Hammerhead Buzzbait - Chartreuse,Buzzbaits,Greenfish Tackle,1094.63,137,7.99,134,7.99,0,ARCHIVED
342,GP-PROTECT-2,Guaranteed Shipping Protection - Level 2,Protection,MONSTERBASS,1084.86,369,2.94,361,2.94,-447,ACTIVE
343,FLATLINE-34,Flatline - Ghost Sexy,Squarebill,MONSTERBASS,1082.89,134,8.08,109,8.00,137,ACTIVE
344,C-574F,"LUNKERSTICK Pro Series - Casting: 7'4"" Medium Heavy - Fast",Fishing Rod,MONSTERBASS,1079.65,7,154.24,4,159.95,-4,ACTIVE
345,HR5-02,"Hellraizer - 5"" / Matte Black",Walking Baits,Z-Man Fishing Products,1079.28,72,14.99,35,14.99,261,ACTIVE
346,FLATLINE-58,Flatline - Sleepover,Squarebill,MONSTERBASS,1075.8,132,8.15,100,8.00,132,ACTIVE
347,CH-BLK-GY-M,MONSTERBASS Nation Hat - Black,Hats,MONSTERBASS,1071.85,57,18.8,38,25.00,74,ACTIVE
348,STICKER-RETRO,Retro Logo Sticker,Stickers,MONSTERBASS,1068.0,534,2.0,11,2.00,0,ARCHIVED
349,PROSTAFF-0724,Platinum: ProStaff,InternalUseOnly,,1064.0,28,38.0,28,,,
350,platinum-0125-old,The Big Bass Box,Tackle Bundle,MONSTERBASS,1064.0,28,38.0,28,38.00,0,ARCHIVED
351,FHP55T517,Scott Martin Hollow Body Frog Popper,Topwater,LIVETARGET,1061.77,100,10.62,88,12.00,0,ARCHIVED
352,BB-110JERK-CLOWN,Banger 110 - Clown,Jerkbaits,Bruiser Baits,1060.82,118,8.99,37,8.99,232,ACTIVE
353,SBTJCRC-1/4,Today's Mystery Jig,Unclassified,SPRO,1055.98,350,3.02,311,5.99,0,ACTIVE
354,kids-0925,Create A Bait - Kid's Fishing Kit: September 2025,Subscription Box,MONSTERBASS,1055.36,52,20.3,45,20.00,-55,ACTIVE
355,BURNERC-38-6,Blade Burner | Colorado Spinnerbait - White/White,Spinnerbaits,MONSTERBASS,1052.58,126,8.35,80,8.00,171,ACTIVE
356,silver-0925-old,The Money Maker Box,Tackle Bundle,MONSTERBASS,1052.0,39,26.97,37,26.00,57,ACTIVE
357,KLO-5.2-3.0,Kalon O Blackout Spinning Reel - 5.2:1 Gear  Ratio - Size 3.0,Fishing Reel,13 Fishing,1049.85,15,69.99,14,69.99,0,ARCHIVED
358,BB-26,Vibemaster Blade Bait - Cylon,Blade Baits & Spoons,MONSTERBASS,1048.0,131,8.0,81,8.00,12,ACTIVE
359,BBL-MS,Death Rattle Lipless Crankbait - Magic Shad,Lipless Crankbait,Bruiser Baits,1043.61,116,9.0,43,8.99,75,ACTIVE
360,kids-0725,Create A Bait - Kid's Fishing Kit: July 2025,Subscription Box,MONSTERBASS,1040.0,52,20.0,38,20.00,-769,ACTIVE
361,4BBLT555,Boom Boom Line Thru Swimbait - Sexy Shad,Soft Swimbaits,Optimum Baits,1035.0,117,8.85,106,9.00,242,ACTIVE
362,MB-TPP-TFP-14,Tungsten Pro Pack - Texas Rig / Flipping - 1/4oz,Tungsten,MONSTERBASS,1032.4,142,7.27,117,8.00,94,ACTIVE
363,FLATLINE-54,Flatline - Sexy Cracks,Squarebill,MONSTERBASS,1025.82,126,8.14,78,8.00,408,ACTIVE
364,LCLAPC,Custom Lite 7' All Purpose Casting Rod,Fishing Rod,Lew's,1019.94,6,169.99,6,169.99,11,ACTIVE
365,BH-HELLBOY-MONEY,Hellboy - Money,Crankbaits,Basshik,1013.98,102,9.94,96,8.99,0,ARCHIVED
366,INCISION-35,Incision 69mm Lipless Crankbait - Ghost Shad,Lipless Crankbait,MONSTERBASS,1006.45,115,8.75,92,8.00,98,ACTIVE
367,60206,Buzz Frog - Watermelon,Topwater,Blitz Lures,1004.13,124,8.1,109,6.00,0,ARCHIVED
368,MB-GCARD-500,Gift Cards - $500 Gift Card,Gift Card,MONSTERBASS,1000.0,2,500.0,2,500.00,99996,ACTIVE
369,MB-GCARD-250,Gift Cards - $250 Gift Card,Gift Card,MONSTERBASS,1000.0,4,250.0,3,250.00,99995,ACTIVE
370,DAD25,Ultimate Dad Bundle,Tackle Bundle,MONSTERBASS,1000.0,5,200.0,5,200.00,89,DRAFT
371,FLATLINE-56,Flatline - Silver Shiner,Squarebill,MONSTERBASS,994.89,123,8.09,77,8.00,128,ACTIVE
372,MB-ROLLO6-SBSHAD,Rollo 6 - Silverback Shad,Crankbaits,MONSTERBASS,992.24,115,8.63,67,8.00,118,ACTIVE
373,MB-SEEKER6-BUNDLE,April's Mystery 6 Pack of Baits,Unclassified,MONSTERBASS,982.6,32,30.71,32,36.00,283,ARCHIVED
374,platinum-paid-monthly-6,Platinum Monthly Pass - Bass / 6 Months,Subscription Box,MONSTERBASS,973.75,25,38.95,25,38.95,-75,ACTIVE
375,SB-35,SquareBanger - Ghost Shad,Squarebill,MONSTERBASS,967.6,116,8.34,76,8.00,45,ACTIVE
376,B8-USS-BUNDLE,B8LAB Ultimate Strike Shad Bundle,Tackle Bundle,B8 Lab,967.25,47,20.58,45,22.85,44,ACTIVE
377,BBL-WS,Death Rattle Lipless Crankbait - Wild Shiner,Lipless Crankbait,Bruiser Baits,962.73,107,9.0,36,8.99,0,ACTIVE
378,ALSBDW-CW-7-1,Mustad Arm Lock Double Willow Spinnerbait - Chartreuse & White,Spinnerbaits,Mustad,961.59,122,7.88,107,5.49,25,ACTIVE
379,FTB3S610ML,"13 Fishing Fate Black Rod - 6'10"" ML Spinning Rod",Fishing Rod,13 Fishing,959.88,12,79.99,12,79.99,0,ACTIVE
380,B8-USS-LPERCH,Ultimate Strike Shad - Lazer Perch,Crankbaits,B8 Lab,957.65,107,8.95,33,8.95,249,ACTIVE
381,BMB-DS-2,Donkey Snacks - Green,Frogs,Bucketmouth Brand,950.35,105,9.05,56,7.00,0,ACTIVE
382,SMX30XPT.BX3,Smoke X Pt 30 Sz Spinning Reel 8+1,Fishing Reel,Quantum,948.0,12,79.0,11,79.00,0,DRAFT
383,TH-A10-3,A10 Square Bill - 3 Pack,Tackle Bundle,"ThunderHawk, Inc",944.0,36,26.22,36,28.00,0,DRAFT
384,PT-PF2,2026 Popping Frog - Product Testing - Yellow,Frogs,Brand X,943.95,105,8.99,54,8.99,0,ARCHIVED
385,MB-HAT-MB-ORANGE-BLK,The OG,Hats,MONSTERBASS,940.0,47,20.0,47,25.00,35,ACTIVE
386,CH-QRY-BL-M,MONSTERBASS Nation Hat - Gray,Hats,MONSTERBASS,938.75,103,9.11,88,25.00,17,ACTIVE
387,gold-1025,Gold Monthly: October 2025 - 1 Month,Subscription Box,,934.86,28,33.39,28,,,
388,MB-TPP-CR,Tungsten Pro Pack - Carolina Rig,Tungsten,MONSTERBASS,926.0,125,7.41,90,8.00,767,ACTIVE
389,I62-10,Incision 62 Lipless Crankbait - Bluegill,Lipless Crankbait,MONSTERBASS,920.0,115,8.0,96,8.00,0,ACTIVE
390,MB-AMZ-MULTI,"MONSTERBASS Mystery Fishing Tackle Box - Multi-Species Fishing Tackle Box with Professional Bass, Panfish, Trout, and Pike Lures, Premium Fishing Gifts for Men & Freshwater Anglers",,,919.77,23,39.99,21,,,
391,mb-subscription-230110,November 2023 - Platinum Series,Subscription Box,MONSTERBASS,912.0,24,38.0,6,38.00,0,ARCHIVED
392,INCISION-7,Incision 69mm Lipless Crankbait - Blue Chrome,Lipless Crankbait,MONSTERBASS,911.25,105,8.68,89,8.00,115,ACTIVE
393,JSPECGC,Dynamic Lures J-Spec Jerkbait,Jerkbaits,Dynamic Lures,910.85,115,7.92,109,7.99,424,ACTIVE
394,PATRIOT-20,The Patriot v3.0 - Cracked,Walking Baits,MONSTERBASS,909.7,88,10.34,57,10.00,0,ACTIVE
395,HOPPER55-FLDCRT,Hopper 55 - Field Cricket,Popper,Raptor Lures,908.7,130,6.99,1,6.99,0,ARCHIVED
396,B8-JB-WHITE,Holo ShineR - Bone,Jerkbaits,B8 Lab,903.95,101,8.95,55,8.95,549,ACTIVE
397,112-HG-FLAG,Stars & Stripes Hat,Hats,MONSTERBASS,900.0,38,23.68,35,25.00,0,ARCHIVED
